Measured at,Internal temperature,Outlet temperature,Inlet temperature,Ambient temperature,Energy consumption,Volume of water drawn
2022-11-01 12:23:50+02:00,41.35,25.27,21.84,21.73,0,0
2022-11-01 12:28:45+02:00,41.37,24.95,21.82,21.69,0,0
2022-11-01 12:33:46+02:00,41.35,24.6,21.8,21.69,0,0
2022-11-01 12:38:48+02:00,41.29,24.36,21.78,21.67,0,0
2022-11-01 12:43:49+02:00,41.27,24.13,21.78,21.67,0,0
2022-11-01 12:48:51+02:00,41.27,23.93,21.76,21.63,0,0
2022-11-01 12:53:48+02:00,41.27,23.73,21.76,21.58,0,0
2022-11-01 12:58:50+02:00,41.27,23.57,21.73,21.58,0,0
2022-11-01 13:03:48+02:00,41.29,23.42,21.73,21.54,0,0
2022-11-01 13:08:49+02:00,41.24,23.31,21.71,21.56,0,0
2022-11-01 13:13:51+02:00,41.21,23.17,21.67,21.54,0,0
2022-11-01 13:18:45+02:00,41.24,23.02,21.65,21.52,0,0
2022-11-01 13:23:46+02:00,41.21,22.93,21.67,21.54,0,0
2022-11-01 13:28:47+02:00,41.18,22.86,21.6,21.52,0,0
2022-11-01 13:33:49+02:00,41.13,22.75,21.6,21.5,0,0
2022-11-01 13:38:50+02:00,41.16,22.68,21.58,21.45,0,0
2022-11-01 13:43:48+02:00,41.05,22.64,21.58,21.43,0,0
2022-11-01 13:48:50+02:00,41.08,22.53,21.58,21.47,0,0
2022-11-01 13:53:51+02:00,41,22.51,21.58,21.45,0,0
2022-11-01 13:58:46+02:00,41.1,22.48,21.54,21.45,0,0
2022-11-01 14:03:47+02:00,41.08,22.46,21.54,21.43,0,0
2022-11-01 14:08:49+02:00,41,22.42,21.52,21.43,0,0
2022-11-01 14:13:49+02:00,40.97,22.37,21.5,21.41,0,0
2022-11-01 14:18:47+02:00,40.94,22.28,21.52,21.43,0,0
2022-11-01 14:23:49+02:00,40.94,22.35,21.52,21.36,0,0
2022-11-01 14:28:46+02:00,40.89,22.26,21.5,21.41,0,0
2022-11-01 14:33:48+02:00,40.97,22.26,21.5,21.34,0,0
2022-11-01 14:38:49+02:00,40.83,22.24,21.5,21.39,0,0
2022-11-01 14:43:51+02:00,40.89,22.17,21.43,21.36,0,0
2022-11-01 14:48:45+02:00,40.86,22.17,21.52,21.34,0,0
2022-11-01 14:53:47+02:00,40.81,22.15,21.47,21.36,0,0
2022-11-01 14:58:48+02:00,40.78,22.15,21.43,21.34,0,0
2022-11-01 15:03:50+02:00,40.78,22.13,21.5,21.36,0,0
2022-11-01 15:08:51+02:00,40.81,22.11,21.41,21.32,0,0
2022-11-01 15:13:47+02:00,43.37,22.08,21.41,21.32,85.4,0
2022-11-01 15:18:48+02:00,48.32,22.15,21.45,21.39,251.26,0
2022-11-01 15:23:48+02:00,50.96,22.22,21.47,21.41,249.96,0
2022-11-01 15:28:50+02:00,52.41,22.28,21.5,21.45,252.43,0
2022-11-01 15:33:51+02:00,53.59,22.33,21.47,21.45,249.54,0
2022-11-01 15:38:47+02:00,53.55,22.33,21.52,21.47,204.33,0
2022-11-01 15:43:49+02:00,52.58,22.22,21.52,21.52,0,0
2022-11-01 15:48:50+02:00,52.62,22.15,21.5,21.45,0,0
2022-11-01 15:53:45+02:00,52.55,22.13,21.47,21.45,0,0
2022-11-01 15:58:46+02:00,52.51,22.11,21.47,21.45,0,0
2022-11-01 16:03:48+02:00,52.48,22.11,21.47,21.39,0,0
2022-11-01 16:08:49+02:00,52.58,22.08,21.45,21.43,0,0
2022-11-01 16:13:45+02:00,55.84,22.08,21.47,21.45,166.07,0
2022-11-01 16:18:47+02:00,53.7,22.13,21.54,21.41,84.06,0
2022-11-01 16:23:50+02:00,53.66,22.11,21.47,21.47,0,0
2022-11-01 16:28:45+02:00,53.55,22.06,21.5,21.41,0,0
2022-11-01 16:33:47+02:00,53.51,22.06,21.47,21.43,0,0
2022-11-01 16:38:45+02:00,53.59,22.04,21.52,21.45,0,0
2022-11-01 16:43:47+02:00,53.44,22.02,21.45,21.45,0,0
2022-11-01 16:48:48+02:00,53.37,22.02,21.47,21.39,0,0
2022-11-01 16:53:51+02:00,57.04,22.04,21.45,21.47,180.1,0
2022-11-01 16:58:47+02:00,54.67,22.11,21.5,21.5,79.2,0
2022-11-01 17:03:49+02:00,54.64,22.08,21.45,21.41,0,0
2022-11-01 17:08:50+02:00,54.71,22.04,21.45,21.41,0,0
2022-11-01 17:13:45+02:00,54.64,22.04,21.5,21.41,0,0
2022-11-01 17:18:46+02:00,54.5,22.02,21.45,21.43,0,0
2022-11-01 17:23:48+02:00,54.57,22.02,21.5,21.47,0,0
2022-11-01 17:28:49+02:00,54.53,22,21.47,21.45,0,0
2022-11-01 17:33:51+02:00,54.42,22,21.43,21.43,0,0
2022-11-01 17:38:46+02:00,54.5,21.97,21.47,21.45,0,0
2022-11-01 17:43:47+02:00,54.5,21.95,21.47,21.45,0,0
2022-11-01 17:48:49+02:00,54.42,21.95,21.52,21.39,0,0
2022-11-01 17:53:50+02:00,54.35,21.95,21.5,21.43,0,0
2022-11-01 17:58:45+02:00,54.32,21.97,21.47,21.43,0,0
2022-11-01 18:03:47+02:00,54.46,21.91,21.45,21.45,0,0
2022-11-01 18:08:50+02:00,54.35,21.93,21.5,21.47,0,0
2022-11-01 18:13:45+02:00,54.28,21.95,21.41,21.41,0,0
2022-11-01 18:18:46+02:00,54.32,21.95,21.47,21.43,0,0
2022-11-01 18:23:48+02:00,54.17,21.91,21.47,21.43,0,0
2022-11-01 18:28:49+02:00,54.1,21.93,21.47,21.43,0,0
2022-11-01 18:33:51+02:00,54.03,21.91,21.47,21.5,0,0
2022-11-01 18:38:46+02:00,54.03,21.89,21.5,21.43,0,0
2022-11-01 18:43:47+02:00,53.92,21.84,21.47,21.45,0,0
2022-11-01 18:48:49+02:00,53.88,21.8,21.45,21.45,0,0
2022-11-01 18:53:50+02:00,53.81,21.84,21.47,21.45,0,0
2022-11-01 18:58:45+02:00,53.85,21.82,21.47,21.5,0,0
2022-11-01 19:03:47+02:00,53.81,21.82,21.47,21.45,0,0
2022-11-01 19:08:48+02:00,53.74,21.82,21.47,21.41,0,0
2022-11-01 19:13:50+02:00,53.62,21.82,21.47,21.5,0,0
2022-11-01 19:18:51+02:00,53.74,21.82,21.5,21.5,0,0
2022-11-01 19:23:46+02:00,53.62,21.8,21.45,21.5,0,0
2022-11-01 19:28:47+02:00,53.51,21.78,21.47,21.5,0,0
2022-11-01 19:33:49+02:00,53.4,21.78,21.47,21.45,0,0
2022-11-01 19:38:50+02:00,53.51,21.8,21.5,21.45,0,0
2022-11-01 19:42:04+02:00,53.48,21.8,21.47,21.5,0,0
2022-11-01 19:43:51+02:00,53.48,21.78,21.47,21.47,0,0
2022-11-01 19:48:45+02:00,53.4,21.78,21.47,21.47,0,0
2022-11-01 19:53:47+02:00,53.33,21.76,21.52,21.47,0,0
2022-11-01 19:58:49+02:00,53.18,21.78,21.47,21.45,0,0
2022-11-01 20:03:50+02:00,53.18,21.76,21.5,21.47,0,0
2022-11-01 20:08:48+02:00,53.14,21.76,21.5,21.47,0,0
2022-11-01 20:13:50+02:00,53.11,21.76,21.5,21.45,0,0
2022-11-01 20:18:45+02:00,53.07,21.78,21.47,21.5,0,0
2022-11-01 20:23:46+02:00,53.14,21.73,21.45,21.47,0,0
2022-11-01 20:28:47+02:00,53.03,21.76,21.5,21.45,0,0
2022-11-01 20:33:49+02:00,52.96,21.76,21.5,21.41,0,0
2022-11-01 20:38:50+02:00,53,21.78,21.47,21.47,0,0
2022-11-01 20:43:45+02:00,52.96,21.76,21.45,21.5,0,0
2022-11-01 20:48:47+02:00,52.89,21.73,21.47,21.45,0,0
2022-11-01 20:53:48+02:00,52.82,21.71,21.5,21.47,0,0
2022-11-01 20:58:50+02:00,52.79,21.73,21.52,21.45,0,0
2022-11-01 21:03:51+02:00,52.62,21.73,21.5,21.47,0,0
2022-11-01 21:08:46+02:00,52.62,21.73,21.52,21.47,0,0
2022-11-01 21:10:06+02:00,52.68,21.73,21.45,21.45,0,0
2022-11-01 21:13:49+02:00,52.55,21.71,21.5,21.45,0,0
2022-11-01 21:18:50+02:00,52.65,21.73,21.45,21.45,0,0
2022-11-01 21:23:45+02:00,52.62,21.73,21.45,21.47,0,0
2022-11-01 21:28:47+02:00,52.48,21.73,21.5,21.47,0,0
2022-11-01 21:33:48+02:00,52.58,21.73,21.47,21.52,0,0
2022-11-01 21:38:50+02:00,52.48,21.73,21.5,21.45,0,0
2022-11-01 21:43:51+02:00,52.48,21.73,21.5,21.5,0,0
2022-11-01 21:48:46+02:00,52.37,21.69,21.52,21.47,0,0
2022-11-01 21:53:47+02:00,52.27,21.73,21.5,21.47,0,0
2022-11-01 21:58:49+02:00,52.34,21.71,21.47,21.52,0,0
2022-11-01 22:03:50+02:00,52.27,21.69,21.47,21.52,0,0
2022-11-01 22:08:45+02:00,52.13,21.67,21.45,21.45,0,0
2022-11-01 22:13:46+02:00,52.1,21.69,21.5,21.5,0,0
2022-11-01 22:18:48+02:00,52.06,21.65,21.5,21.45,0,0
2022-11-01 22:23:50+02:00,51.96,21.67,21.47,21.47,0,0
2022-11-01 22:28:51+02:00,52.03,21.65,21.45,21.52,0,0
2022-11-01 22:33:46+02:00,52,21.63,21.52,21.5,0,0
2022-11-01 22:38:47+02:00,51.82,21.65,21.5,21.54,0,0
2022-11-01 22:43:49+02:00,51.75,21.6,21.5,21.52,0,0
2022-11-01 22:48:50+02:00,51.89,21.63,21.45,21.47,0,0
2022-11-01 22:53:45+02:00,51.82,21.65,21.52,21.43,0,0
2022-11-01 22:58:47+02:00,51.75,21.63,21.5,21.5,0,0
2022-11-01 23:03:48+02:00,51.68,21.63,21.54,21.45,0,0
2022-11-01 23:08:49+02:00,51.68,21.6,21.47,21.47,0,0
2022-11-01 23:13:51+02:00,51.48,39.89,21.19,21.52,0,30
2022-11-01 23:18:46+02:00,50.83,41.72,21.34,21.78,0,25
2022-11-01 23:23:47+02:00,50.73,40.21,21.52,21.89,0,0
2022-11-01 23:28:49+02:00,50.63,38.05,21.56,21.91,0,0
2022-11-01 23:33:50+02:00,50.7,36.07,21.58,21.89,0,0
2022-11-01 23:38:45+02:00,50.6,34.39,21.67,21.91,0,0
2022-11-01 23:43:47+02:00,50.56,32.9,21.71,21.95,0,0
2022-11-01 23:48:48+02:00,50.46,31.59,21.76,21.95,0,0
2022-11-01 23:53:49+02:00,50.5,30.51,21.76,21.97,0,0
2022-11-01 23:58:51+02:00,50.5,29.58,21.8,21.93,0,0
2022-11-02 00:03:46+02:00,50.4,28.72,21.8,21.89,0,0
2022-11-02 00:08:47+02:00,50.3,27.93,21.82,21.93,0,0
2022-11-02 00:13:49+02:00,34.09,43.97,22.15,22.2,0,275
2022-11-02 00:18:48+02:00,22.84,44.05,22.75,22.6,0,215
2022-11-02 00:23:50+02:00,22.86,41.91,22.82,22.77,0,0
2022-11-02 00:28:45+02:00,23,39.62,22.8,22.8,0,0
2022-11-02 00:33:46+02:00,23.11,37.41,22.77,22.73,0,0
2022-11-02 00:38:48+02:00,23.17,35.42,22.77,22.66,0,0
2022-11-02 00:43:49+02:00,23.2,33.8,22.75,22.68,0,0
2022-11-02 00:48:51+02:00,23.26,32.33,22.68,22.64,0,0
2022-11-02 00:53:50+02:00,23.26,31.14,22.71,22.64,0,0
2022-11-02 00:58:45+02:00,23.35,30.13,22.66,22.6,0,0
2022-11-02 01:03:47+02:00,23.4,29.25,22.66,22.6,0,0
2022-11-02 01:08:48+02:00,23.4,28.47,22.66,22.55,0,0
2022-11-02 01:13:50+02:00,23.51,27.81,22.64,22.51,0,0
2022-11-02 01:18:51+02:00,23.48,27.2,22.62,22.48,0,0
2022-11-02 01:23:46+02:00,23.51,26.73,22.6,22.48,0,0
2022-11-02 01:28:47+02:00,23.55,26.22,22.55,22.46,0,0
2022-11-02 01:33:49+02:00,23.66,25.86,22.53,22.4,0,0
2022-11-02 01:38:50+02:00,23.66,25.47,22.51,22.4,0,0
2022-11-02 01:43:45+02:00,23.68,25.22,22.53,22.33,0,0
2022-11-02 01:48:46+02:00,23.68,24.84,22.48,22.31,0,0
2022-11-02 01:53:48+02:00,23.68,24.58,22.42,22.28,0,0
2022-11-02 01:58:49+02:00,23.75,24.34,22.44,22.28,0,0
2022-11-02 02:03:51+02:00,23.8,24.08,22.4,22.24,0,0
2022-11-02 02:08:46+02:00,23.82,23.93,22.4,22.22,0,0
2022-11-02 02:13:47+02:00,23.86,23.75,22.33,22.22,0,0
2022-11-02 02:18:49+02:00,23.84,23.57,22.33,22.17,0,0
2022-11-02 02:23:50+02:00,23.91,23.46,22.31,22.17,0,0
2022-11-02 02:28:47+02:00,24,23.33,22.28,22.13,0,0
2022-11-02 02:33:48+02:00,24.02,23.17,22.26,22.15,0,0
2022-11-02 02:38:49+02:00,24,23.13,22.24,22.13,0,0
2022-11-02 02:43:51+02:00,24.1,23,22.17,22.11,0,0
2022-11-02 02:48:46+02:00,24.13,22.93,22.15,22.11,0,0
2022-11-02 02:53:47+02:00,24.15,22.8,22.17,22.06,0,0
2022-11-02 02:58:50+02:00,24.17,22.73,22.17,22.08,0,0
2022-11-02 03:03:51+02:00,24.23,22.66,22.13,22.06,0,0
2022-11-02 03:08:46+02:00,24.28,22.64,22.13,22.08,0,0
2022-11-02 03:13:47+02:00,24.28,22.53,22.11,22,0,0
2022-11-02 03:18:49+02:00,24.28,22.53,22.11,22.02,0,0
2022-11-02 03:23:50+02:00,24.39,22.44,22.11,22.02,0,0
2022-11-02 03:28:45+02:00,24.41,22.42,22.11,22,0,0
2022-11-02 03:33:46+02:00,24.41,22.33,22.06,22,0,0
2022-11-02 03:38:48+02:00,24.52,22.31,22.06,21.97,0,0
2022-11-02 03:43:49+02:00,24.52,22.28,22.06,21.97,0,0
2022-11-02 03:48:50+02:00,24.6,22.26,22.04,21.93,0,0
2022-11-02 03:53:45+02:00,24.63,22.17,22,21.93,0,0
2022-11-02 03:58:47+02:00,24.69,22.15,22.02,21.91,0,0
2022-11-02 04:03:48+02:00,24.63,22.13,22.02,21.93,0,0
2022-11-02 04:08:50+02:00,24.71,22.11,21.95,21.93,0,0
2022-11-02 04:13:51+02:00,24.73,22.11,21.97,21.91,0,0
2022-11-02 04:18:46+02:00,24.82,22.08,21.97,21.91,0,0
2022-11-02 04:23:47+02:00,24.84,22.06,21.97,21.91,0,0
2022-11-02 04:28:49+02:00,24.91,22.04,21.93,21.86,0,0
2022-11-02 04:33:51+02:00,24.93,22,21.95,21.89,0,0
2022-11-02 04:38:45+02:00,25.02,21.93,21.93,21.84,0,0
2022-11-02 04:43:47+02:00,25.02,21.95,21.91,21.89,0,0
2022-11-02 04:48:48+02:00,25.02,21.93,21.91,21.82,0,0
2022-11-02 04:53:50+02:00,25.11,21.95,21.91,21.86,0,0
2022-11-02 04:58:51+02:00,25.11,21.91,21.91,21.84,0,0
2022-11-02 05:03:51+02:00,25.2,21.89,21.89,21.84,0,0
2022-11-02 05:08:46+02:00,25.18,21.89,21.84,21.84,0,0
2022-11-02 05:13:47+02:00,25.27,21.84,21.82,21.82,0,0
2022-11-02 05:18:49+02:00,25.34,21.82,21.89,21.82,0,0
2022-11-02 05:23:50+02:00,25.38,21.82,21.91,21.84,0,0
2022-11-02 05:28:47+02:00,25.36,21.82,21.84,21.82,0,0
2022-11-02 05:33:48+02:00,25.36,21.82,21.89,21.8,0,0
2022-11-02 05:38:48+02:00,25.4,21.82,21.84,21.82,0,0
2022-11-02 05:43:50+02:00,25.45,21.78,21.86,21.82,0,0
2022-11-02 05:48:51+02:00,25.45,21.78,21.82,21.82,0,0
2022-11-02 05:53:46+02:00,25.54,21.78,21.84,21.8,0,0
2022-11-02 05:58:47+02:00,25.52,21.78,21.82,21.8,0,0
2022-11-02 06:03:49+02:00,25.52,21.8,21.84,21.82,0,0
2022-11-02 06:08:50+02:00,25.61,21.76,21.84,21.78,0,0
2022-11-02 06:13:45+02:00,25.65,21.78,21.82,21.82,0,0
2022-11-02 06:18:47+02:00,25.72,21.76,21.84,21.78,0,0
2022-11-02 06:23:48+02:00,25.7,21.76,21.84,21.78,0,0
2022-11-02 06:28:49+02:00,25.75,21.78,21.82,21.8,0,0
2022-11-02 06:33:51+02:00,25.75,21.76,21.84,21.78,0,0
2022-11-02 06:38:46+02:00,25.84,21.71,21.8,21.8,0,0
2022-11-02 06:43:47+02:00,25.79,21.71,21.8,21.8,0,0
2022-11-02 06:48:49+02:00,25.9,21.71,21.82,21.8,0,0
2022-11-02 06:53:51+02:00,25.88,21.71,21.8,21.82,0,0
2022-11-02 06:58:45+02:00,25.95,21.71,21.8,21.8,0,0
2022-11-02 07:03:47+02:00,25.95,21.69,21.78,21.8,0,0
